Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID
imperial bed,,Black,NA,NA,NA,No,No,No,NA,23000,5750,Black,Black,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,None,zen,None,Yes,Bed,Does not play music,No lighting,For sale,FtrOrientalBedW_Remake_3_0,3_0,3973
imperial chest,,Red,NA,NA,NA,No,No,No,NA,9300,2325,Red,Yellow,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,Yes,Chest,Does not play music,No lighting,For sale,FtrOrientalChest_Remake_0_0,0_0,3972
imperial chest,,Blue,NA,NA,NA,No,No,No,NA,9300,2325,Blue,Gray,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,Yes,Chest,Does not play music,No lighting,For sale,FtrOrientalChest_Remake_1_0,1_0,3972
imperial chest,,Brown,NA,NA,NA,No,No,No,NA,9300,2325,Brown,Yellow,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,Yes,Chest,Does not play music,No lighting,For sale,FtrOrientalChest_Remake_2_0,2_0,3972
imperial chest,,Black,NA,NA,NA,No,No,No,NA,9300,2325,Black,Red,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,Yes,Chest,Does not play music,No lighting,For sale,FtrOrientalChest_Remake_3_0,3_0,3972
imperial dining chair,,Black,NA,NA,NA,No,No,No,NA,29000,7250,Red,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,zen-style,None,imperial dining,Yes,Chair,Does not play music,No lighting,For sale,FtrChineseChair_Remake_0_0,0_0,7797
imperial dining chair,,Brown,NA,NA,NA,No,No,No,NA,29000,7250,Green,Brown,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,zen-style,None,imperial dining,Yes,Chair,Does not play music,No lighting,For sale,FtrChineseChair_Remake_1_0,1_0,7797
imperial dining table,,Red,NA,NA,NA,No,No,No,NA,73000,18250,Red,Colorful,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,zen-style,None,imperial dining,Yes,Table,Does not play music,No lighting,For sale,FtrLazysusan_Remake_0_0,0_0,7796
imperial dining table,,Brown,NA,NA,NA,No,No,No,NA,73000,18250,Brown,Colorful,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,zen-style,None,imperial dining,Yes,Table,Does not play music,No lighting,For sale,FtrLazysusan_Remake_1_0,1_0,7796
imperial low table,,Red,NA,NA,NA,No,No,No,NA,3700,925,Red,Red,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Table,Does not play music,No lighting,For sale,FtrOrientalTableM_Remake_0_0,0_0,3974
imperial low table,,Blue,NA,NA,NA,No,No,No,NA,3700,925,Blue,Blue,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Table,Does not play music,No lighting,For sale,FtrOrientalTableM_Remake_1_0,1_0,3974
imperial low table,,Brown,NA,NA,NA,No,No,No,NA,3700,925,Brown,Brown,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Table,Does not play music,No lighting,For sale,FtrOrientalTableM_Remake_2_0,2_0,3974
imperial low table,,Black,NA,NA,NA,No,No,No,NA,3700,925,Black,Black,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Table,Does not play music,No lighting,For sale,FtrOrientalTableM_Remake_3_0,3_0,3974
imperial partition,,Red,NA,NA,NA,No,No,No,NA,5000,1250,Red,Red,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Screen,Does not play music,No lighting,For sale,FtrOrientalScreen_Remake_0_0,0_0,3971
imperial partition,,Blue,NA,NA,NA,No,No,No,NA,5000,1250,Blue,Blue,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Screen,Does not play music,No lighting,For sale,FtrOrientalScreen_Remake_1_0,1_0,3971
imperial partition,,Brown,NA,NA,NA,No,No,No,NA,5000,1250,Brown,Brown,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Screen,Does not play music,No lighting,For sale,FtrOrientalScreen_Remake_2_0,2_0,3971
imperial partition,,Black,NA,NA,NA,No,No,No,NA,5000,1250,Black,Black,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Screen,Does not play music,No lighting,For sale,FtrOrientalScreen_Remake_3_0,3_0,3971
inflatable sofa,,Blue,NA,NA,NA,No,No,No,NA,1100,275,Light Blue,Light Blue,2x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrAirsofa_Remake_0_0,0_0,3962
inflatable sofa,,Green,NA,NA,NA,No,No,No,NA,1100,275,Green,Green,2x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrAirsofa_Remake_1_0,1_0,3962
inflatable sofa,,Purple,NA,NA,NA,No,No,No,NA,1100,275,Purple,Purple,2x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrAirsofa_Remake_2_0,2_0,3962
inflatable sofa,,Pink,NA,NA,NA,No,No,No,NA,1100,275,Pink,Pink,2x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrAirsofa_Remake_3_0,3_0,3962
inflatable sofa,,Lime,NA,NA,NA,No,No,No,NA,1100,275,Yellow,Yellow,2x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrAirsofa_Remake_4_0,4_0,3962
inflatable sofa,,Polka dots,NA,NA,NA,No,No,No,NA,1100,275,Colorful,White,2x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrAirsofa_Remake_5_0,5_0,3962
inflatable sofa,,Rainbow,NA,NA,NA,No,No,No,NA,1100,275,Colorful,Colorful,2x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrAirsofa_Remake_6_0,6_0,3962
inflatable sofa,,Camouflage,NA,NA,NA,No,No,No,NA,1100,275,Beige,Green,2x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Does not play music,No lighting,For sale,FtrAirsofa_Remake_7_0,7_0,3962
iron closet,,Black,Body color,NA,NA,Yes,Yes,No,7,NFS,9000,Black,Black,1x1,Crafting,,1.0.0,living room,None,iron,None,Yes,Chest,Does not play music,No lighting,Not for sale,FtrIronClosetLR_Remake_0_0,0_0,9642
iron closet,,White,Body color,NA,NA,Yes,Yes,No,7,NFS,9000,White,White,1x1,Crafting,,1.0.0,living room,None,iron,None,Yes,Chest,Does not play music,No lighting,Not for sale,FtrIronClosetLR_Remake_1_0,1_0,9642
iron frame,,Red,Coating,NA,NA,Yes,Yes,No,7,NFS,15000,Red,Black,2x1,Crafting,,1.0.0,garage,None,None,None,No,Vehicle,Does not play music,No lighting,Not for sale,FtrIronframe_Remake_0_0,0_0,2553
iron frame,,Gray,Coating,NA,NA,Yes,Yes,No,7,NFS,15000,Gray,Gray,2x1,Crafting,,1.0.0,garage,None,None,None,No,Vehicle,Does not play music,No lighting,Not for sale,FtrIronframe_Remake_1_0,1_0,2553
iron frame,,Black,Coating,NA,NA,Yes,Yes,No,7,NFS,15000,Black,Gray,2x1,Crafting,,1.0.0,garage,None,None,None,No,Vehicle,Does not play music,No lighting,Not for sale,FtrIronframe_Remake_2_0,2_0,2553
iron garden bench,,Green,Body color,NA,NA,Yes,Yes,No,7,NFS,6000,Green,Green,2x1,Crafting,,1.0.0,garden,None,iron,None,Yes,Sofa,Does not play music,No lighting,Not for sale,FtrIrongardenBench_Remake_0_0,0_0,1625
iron garden bench,,Blue,Body color,NA,NA,Yes,Yes,No,7,NFS,6000,Blue,Blue,2x1,Crafting,,1.0.0,garden,None,iron,None,Yes,Sofa,Does not play music,No lighting,Not for sale,FtrIrongardenBench_Remake_1_0,1_0,1625
iron garden bench,,Brown,Body color,NA,NA,Yes,Yes,No,7,NFS,6000,Brown,Brown,2x1,Crafting,,1.0.0,garden,None,iron,None,Yes,Sofa,Does not play music,No lighting,Not for sale,FtrIrongardenBench_Remake_2_0,2_0,1625
iron garden bench,,Black,Body color,NA,NA,Yes,Yes,No,7,NFS,6000,Black,Black,2x1,Crafting,,1.0.0,garden,None,iron,None,Yes,Sofa,Does not play music,No lighting,Not for sale,FtrIrongardenBench_Remake_3_0,3_0,1625
iron garden bench,,White,Body color,NA,NA,Yes,Yes,No,7,NFS,6000,White,White,2x1,Crafting,,1.0.0,garden,None,iron,None,Yes,Sofa,Does not play music,No lighting,Not for sale,FtrIrongardenBench_Remake_4_0,4_0,1625
iron garden chair,,Green,Body color,NA,NA,Yes,Yes,No,3,NFS,2250,Green,Green,1x1,Crafting,,1.0.0,garden,None,iron,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrIrongardenChair_Remake_0_0,0_0,1626
iron garden chair,,Blue,Body color,NA,NA,Yes,Yes,No,3,NFS,2250,Blue,Blue,1x1,Crafting,,1.0.0,garden,None,iron,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrIrongardenChair_Remake_1_0,1_0,1626
iron garden chair,,Brown,Body color,NA,NA,Yes,Yes,No,3,NFS,2250,Brown,Brown,1x1,Crafting,,1.0.0,garden,None,iron,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrIrongardenChair_Remake_2_0,2_0,1626
iron garden chair,,Black,Body color,NA,NA,Yes,Yes,No,3,NFS,2250,Black,Black,1x1,Crafting,,1.0.0,garden,None,iron,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrIrongardenChair_Remake_3_0,3_0,1626
iron garden chair,,White,Body color,NA,NA,Yes,Yes,No,3,NFS,2250,White,White,1x1,Crafting,,1.0.0,garden,None,iron,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrIrongardenChair_Remake_4_0,4_0,1626
iron garden table,,Green,Body color,NA,NA,Yes,Yes,No,5,NFS,3750,Green,Green,1x1,Crafting,,1.0.0,garden,None,iron,None,No,Table,Does not play music,No lighting,Not for sale,FtrIrongardenTable_Remake_0_0,0_0,1627
iron garden table,,Blue,Body color,NA,NA,Yes,Yes,No,5,NFS,3750,Blue,Blue,1x1,Crafting,,1.0.0,garden,None,iron,None,No,Table,Does not play music,No lighting,Not for sale,FtrIrongardenTable_Remake_1_0,1_0,1627
iron garden table,,Brown,Body color,NA,NA,Yes,Yes,No,5,NFS,3750,Brown,Brown,1x1,Crafting,,1.0.0,garden,None,iron,None,No,Table,Does not play music,No lighting,Not for sale,FtrIrongardenTable_Remake_2_0,2_0,1627
iron garden table,,Black,Body color,NA,NA,Yes,Yes,No,5,NFS,3750,Black,Black,1x1,Crafting,,1.0.0,garden,None,iron,None,No,Table,Does not play music,No lighting,Not for sale,FtrIrongardenTable_Remake_3_0,3_0,1627
iron garden table,,White,Body color,NA,NA,Yes,Yes,No,5,NFS,3750,White,White,1x1,Crafting,,1.0.0,garden,None,iron,None,No,Table,Does not play music,No lighting,Not for sale,FtrIrongardenTable_Remake_4_0,4_0,1627
iron hanger stand,,Black,Body color,Navy,Shawl,Yes,Yes,Yes,4,NFS,2250,Black,Blue,1x1,Crafting,,1.0.0,living room,None,iron,None,No,Chest,Does not play music,No lighting,Not for sale,FtrIronHanger_Remake_0_0,0_0,3561
iron hanger stand,,Black,Body color,Shell pink,Shawl,Yes,Yes,Yes,4,NFS,2250,Black,Pink,1x1,Crafting,,1.0.0,living room,None,iron,None,No,Chest,Does not play music,No lighting,Not for sale,FtrIronHanger_Remake_0_1,0_1,3561
iron hanger stand,,White,Body color,Navy,Shawl,Yes,Yes,Yes,4,NFS,2250,White,Blue,1x1,Crafting,,1.0.0,living room,None,iron,None,No,Chest,Does not play music,No lighting,Not for sale,FtrIronHanger_Remake_1_0,1_0,3561
iron hanger stand,,White,NA,Shell pink,Shawl,Yes,No,Yes,4,NFS,2250,White,Pink,1x1,Crafting,,1.0.0,living room,None,iron,None,No,Chest,Does not play music,No lighting,Not for sale,FtrIronHanger_Remake_1_1,1_1,3561
iron shelf,,Black,Body color,NA,NA,Yes,Yes,No,7,NFS,10500,Black,Gray,2x1,Crafting,,1.0.0,living room,None,iron,None,No,Shelf,Does not play music,No lighting,Not for sale,FtrIronShelf_Remake_0_0,0_0,3563
iron shelf,,White,Body color,NA,NA,Yes,Yes,No,7,NFS,10500,White,Brown,2x1,Crafting,,1.0.0,living room,None,iron,None,No,Shelf,Does not play music,No lighting,Not for sale,FtrIronShelf_Remake_1_0,1_0,3563
iron worktable,,Black,Body color,NA,NA,Yes,Yes,No,7,NFS,7500,Black,Black,2x1,Crafting,,1.0.0,garage,None,iron,None,No,Table,Does not play music,No lighting,Not for sale,FtrIronTableM_Remake_0_0,0_0,3560
iron worktable,,White,Body color,NA,NA,Yes,Yes,No,7,NFS,7500,White,White,2x1,Crafting,,1.0.0,garage,None,iron,None,No,Table,Does not play music,No lighting,Not for sale,FtrIronTableM_Remake_1_0,1_0,3560
ironing board,,NA,NA,Stripes,Ironing board,No,No,Yes,1,2300,575,Black,Light Blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrIronstand_Remake_0_0,0_0,7531
ironing board,,NA,NA,Checkered,Ironing board,No,No,Yes,1,2300,575,Black,Pink,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrIronstand_Remake_0_1,0_1,7531
ironing board,,NA,NA,Dots,Ironing board,No,No,Yes,1,2300,575,Black,Yellow,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrIronstand_Remake_0_2,0_2,7531
ironing board,,NA,NA,Leaves,Ironing board,No,No,Yes,1,2300,575,Black,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrIronstand_Remake_0_3,0_3,7531
ironing board,,NA,NA,Triangles,Ironing board,No,No,Yes,1,2300,575,Black,Gray,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrIronstand_Remake_0_4,0_4,7531
ironwood bed,,Birch,Lumber type,Navy,Bedding,Yes,Yes,Yes,8,NFS,9900,Beige,Black,2x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_0_0,0_0,3200
ironwood bed,,Birch,Lumber type,Blue-gray,Bedding,Yes,Yes,Yes,8,NFS,9900,Beige,Light Blue,2x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_0_1,0_1,3200
ironwood bed,,Birch,Lumber type,Brown,Bedding,Yes,Yes,Yes,8,NFS,9900,Beige,Brown,2x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_0_2,0_2,3200
ironwood bed,,Teak,Lumber type,Navy,Bedding,Yes,Yes,Yes,8,NFS,9900,Orange,Black,2x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_1_0,1_0,3200
ironwood bed,,Teak,Lumber type,Blue-gray,Bedding,Yes,Yes,Yes,8,NFS,9900,Orange,Light Blue,2x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_1_1,1_1,3200
ironwood bed,,Teak,Lumber type,Brown,Bedding,Yes,Yes,Yes,8,NFS,9900,Orange,Brown,2x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_1_2,1_2,3200
ironwood bed,,Walnut,Lumber type,Navy,Bedding,Yes,Yes,Yes,8,NFS,9900,Brown,Black,2x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_2_0,2_0,3200
ironwood bed,,Walnut,Lumber type,Blue-gray,Bedding,Yes,Yes,Yes,8,NFS,9900,Brown,Light Blue,2x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_2_1,2_1,3200
ironwood bed,,Walnut,Lumber type,Brown,Bedding,Yes,Yes,Yes,8,NFS,9900,Brown,Brown,2x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_2_2,2_2,3200
ironwood bed,,Old,Lumber type,Navy,Bedding,Yes,Yes,Yes,8,NFS,9900,Brown,Black,2x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_3_0,3_0,3200
ironwood bed,,Old,Lumber type,Blue-gray,Bedding,Yes,Yes,Yes,8,NFS,9900,Brown,Light Blue,2x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_3_1,3_1,3200
ironwood bed,,Old,Lumber type,Brown,Bedding,Yes,Yes,Yes,8,NFS,9900,Brown,Brown,2x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_3_2,3_2,3200
ironwood bed,,Oak,NA,Navy,Bedding,Yes,No,Yes,8,NFS,9900,Brown,Black,2x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_4_0,4_0,3200
ironwood bed,,Oak,NA,Blue-gray,Bedding,Yes,No,Yes,8,NFS,9900,Brown,Light Blue,2x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_4_1,4_1,3200
ironwood bed,,Oak,NA,Brown,Bedding,Yes,No,Yes,8,NFS,9900,Brown,Brown,2x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_4_2,4_2,3200
ironwood cart,,Birch,Lumber type,NA,NA,Yes,Yes,No,5,NFS,3720,Beige,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,No,Desk,Does not play music,No lighting,Not for sale,FtrIronwoodServingcart_Remake_0_0,0_0,3195
ironwood cart,,Teak,Lumber type,NA,NA,Yes,Yes,No,5,NFS,3720,Orange,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,No,Desk,Does not play music,No lighting,Not for sale,FtrIronwoodServingcart_Remake_1_0,1_0,3195
ironwood cart,,Walnut,Lumber type,NA,NA,Yes,Yes,No,5,NFS,3720,Brown,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,No,Desk,Does not play music,No lighting,Not for sale,FtrIronwoodServingcart_Remake_2_0,2_0,3195
ironwood cart,,Old,Lumber type,NA,NA,Yes,Yes,No,5,NFS,3720,Brown,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,No,Desk,Does not play music,No lighting,Not for sale,FtrIronwoodServingcart_Remake_3_0,3_0,3195
ironwood cart,,Oak,Lumber type,NA,NA,Yes,Yes,No,5,NFS,3720,Orange,White,1x1,Crafting,,1.0.0,living room,None,ironwood,None,No,Desk,Does not play music,No lighting,Not for sale,FtrIronwoodServingcart_Remake_4_0,4_0,3195
ironwood chair,,Birch,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1860,Beige,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrIronwoodChairS_Remake_0_0,0_0,3193
ironwood chair,,Teak,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1860,Orange,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrIronwoodChairS_Remake_1_0,1_0,3193
ironwood chair,,Walnut,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1860,Brown,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrIronwoodChairS_Remake_2_0,2_0,3193
ironwood chair,,Old,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1860,Brown,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrIronwoodChairS_Remake_3_0,3_0,3193
ironwood chair,,Oak,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1860,Orange,White,1x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrIronwoodChairS_Remake_4_0,4_0,3193
ironwood cupboard,,Birch,Lumber type,NA,NA,Yes,Yes,No,7,NFS,9780,Beige,Black,2x1,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Shelf,Does not play music,No lighting,Not for sale,FtrIronwoodCupboard_Remake_0_0,0_0,3271
ironwood cupboard,,Teak,Lumber type,NA,NA,Yes,Yes,No,7,NFS,9780,Orange,Black,2x1,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Shelf,Does not play music,No lighting,Not for sale,FtrIronwoodCupboard_Remake_1_0,1_0,3271
ironwood cupboard,,Walnut,Lumber type,NA,NA,Yes,Yes,No,7,NFS,9780,Brown,Black,2x1,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Shelf,Does not play music,No lighting,Not for sale,FtrIronwoodCupboard_Remake_2_0,2_0,3271
ironwood cupboard,,Old,Lumber type,NA,NA,Yes,Yes,No,7,NFS,9780,Brown,Black,2x1,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Shelf,Does not play music,No lighting,Not for sale,FtrIronwoodCupboard_Remake_3_0,3_0,3271
ironwood cupboard,,Oak,Lumber type,NA,NA,Yes,Yes,No,7,NFS,9780,Orange,White,2x1,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Shelf,Does not play music,No lighting,Not for sale,FtrIronwoodCupboard_Remake_4_0,4_0,3271
ironwood DIY workbench,,Birch,Lumber type,NA,NA,Yes,Yes,No,7,NFS,8520,Beige,Black,2x1,Crafting,,1.0.0,garage,None,ironwood,None,Yes,Work Bench,Does not play music,No lighting,Not for sale,FtrWorkbenchIronwood_Remake_0_0,0_0,3943
ironwood DIY workbench,,Teak,Lumber type,NA,NA,Yes,Yes,No,7,NFS,8520,Orange,Black,2x1,Crafting,,1.0.0,garage,None,ironwood,None,Yes,Work Bench,Does not play music,No lighting,Not for sale,FtrWorkbenchIronwood_Remake_1_0,1_0,3943
ironwood DIY workbench,,Walnut,Lumber type,NA,NA,Yes,Yes,No,7,NFS,8520,Brown,Black,2x1,Crafting,,1.0.0,garage,None,ironwood,None,Yes,Work Bench,Does not play music,No lighting,Not for sale,FtrWorkbenchIronwood_Remake_2_0,2_0,3943
ironwood DIY workbench,,Old,Lumber type,NA,NA,Yes,Yes,No,7,NFS,8520,Brown,Black,2x1,Crafting,,1.0.0,garage,None,ironwood,None,Yes,Work Bench,Does not play music,No lighting,Not for sale,FtrWorkbenchIronwood_Remake_3_0,3_0,3943
ironwood DIY workbench,,Oak,Lumber type,NA,NA,Yes,Yes,No,7,NFS,8520,Orange,White,2x1,Crafting,,1.0.0,garage,None,ironwood,None,Yes,Work Bench,Does not play music,No lighting,Not for sale,FtrWorkbenchIronwood_Remake_4_0,4_0,3943
ironwood dresser,,Birch,Lumber type,NA,NA,Yes,Yes,No,6,NFS,3840,Beige,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Chest,Does not play music,No lighting,Not for sale,FtrIronwoodChest_Remake_0_0,0_0,3196
ironwood dresser,,Teak,Lumber type,NA,NA,Yes,Yes,No,6,NFS,3840,Orange,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Chest,Does not play music,No lighting,Not for sale,FtrIronwoodChest_Remake_1_0,1_0,3196
ironwood dresser,,Walnut,Lumber type,NA,NA,Yes,Yes,No,6,NFS,3840,Brown,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Chest,Does not play music,No lighting,Not for sale,FtrIronwoodChest_Remake_2_0,2_0,3196
ironwood dresser,,Old,Lumber type,NA,NA,Yes,Yes,No,6,NFS,3840,Brown,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Chest,Does not play music,No lighting,Not for sale,FtrIronwoodChest_Remake_3_0,3_0,3196
ironwood dresser,,Oak,Lumber type,NA,NA,Yes,Yes,No,6,NFS,3840,Orange,White,1x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Chest,Does not play music,No lighting,Not for sale,FtrIronwoodChest_Remake_4_0,4_0,3196
ironwood kitchenette,,Birch,Lumber type,NA,NA,Yes,Yes,No,7,NFS,7560,Beige,Gray,2x1,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Kitchen,Does not play music,No lighting,Not for sale,FtrIronwoodKitchen_Remake_0_0,0_0,3270
ironwood kitchenette,,Teak,Lumber type,NA,NA,Yes,Yes,No,7,NFS,7560,Orange,Gray,2x1,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Kitchen,Does not play music,No lighting,Not for sale,FtrIronwoodKitchen_Remake_1_0,1_0,3270
ironwood kitchenette,,Walnut,Lumber type,NA,NA,Yes,Yes,No,7,NFS,7560,Brown,Gray,2x1,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Kitchen,Does not play music,No lighting,Not for sale,FtrIronwoodKitchen_Remake_2_0,2_0,3270
ironwood kitchenette,,Old,Lumber type,NA,NA,Yes,Yes,No,7,NFS,7560,Brown,Gray,2x1,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Kitchen,Does not play music,No lighting,Not for sale,FtrIronwoodKitchen_Remake_3_0,3_0,3270
